id,label
1,0.469653994
2,0.037905935
3,0.62052846
4,0.726570249
5,0.885172427
6,0.107720345
7,0.136045337
8,0.616045773
9,0.446692765
10,0.50417155
11,0.439400047
12,0.286865354
13,0.468443245
14,0.454498798
15,0.565141499
16,0.498265117
17,0.652885199
18,0.895132959
19,0.188814834
20,0.74109894
21,0.582421839
22,0.142945886
23,0.210188642
24,0.354076087
25,0.683127224
26,0.21244663
27,0.84949863
28,0.696251392
29,0.121115081
30,0.503152132
31,0.578305483
32,0.707358778
33,0.614182591
34,0.783386111
35,0.763440669
36,0.929140449
37,0.568018913
38,0.991045535
39,0.596336365
40,0.119344495
41,0.406103462
42,0.955578923
43,0.583942235
44,0.248369977
45,0.080850348
46,0.409724087
47,0.542141676
48,0.328501225
49,0.719984591
50,0.380621105
51,0.252895832
52,0.795664012
53,0.585733831
54,0.037929401
55,0.580128014
56,0.535970628
57,0.18971172
58,0.438565254
59,0.439737409
60,0.732039809
61,0.441125214
62,0.241472736
63,0.379300714
64,0.585937083
65,0.65424788
66,0.556181192
67,0.737154186
68,0.372813851
69,0.498585671
70,0.868323565
71,0.874126017
72,0.567896664
73,0.373994529
74,0.530848682
75,0.893553019
76,0.75880754
77,0.48903951
78,0.407803982
79,0.581428885
80,0.524311364
81,0.721991241
82,0.888421416
83,0.448813081
84,0.496376216
85,0.475241125
86,0.580097139
87,0.612945437
88,0.41237995
89,0.315274835
90,0.186675385
91,0.769570827
92,0.411126643
93,0.5806306
94,0.31514886
95,0.439111799
96,0.661411524
97,0.45533669
98,0.313664556
99,0.504199684
100,0.657612324
101,0.893374979
102,0.447062641
103,0.130866185
104,0.574841857
105,0.719658792
106,0.503207445
107,0.308037281
108,0.051924586
109,0.500946522
110,0.571719587
111,0.107094824
112,0.352179259
113,0.127941042
114,0.219910294
115,0.456453413
116,0.746020555
117,0.287781715
118,0.863470376
119,0.407231718
120,0.678395748
121,0.627275884
122,0.606467903
123,0.212438866
124,0.681764245
125,0.599376559
126,0.724840105
127,0.700758994
128,0.650756299
129,0.107770108
130,0.861584902
131,0.250751615
132,0.486950547
133,0.219146341
134,0.523435593
135,0.923857331
136,0.591202378
137,0.51685214
138,0.563720107
139,0.360913157
140,0.296471566
141,0.097229309
142,0.565087438
143,0.689815581
144,0.3361682
145,0.448083222
146,0.66549772
147,0.352937192
148,0.615187645
149,0.446248263
150,0.018185269
151,0.898324311
152,0.196861327
153,0.56687355
154,0.040036526
155,0.229868606
156,0.835801363
157,0.77051419
158,0.14972809
159,0.229650557
160,0.744487822
161,0.485306174
162,0.518984675
163,0.922935426
164,0.35200718
165,0.79059571
166,0.596265376
167,0.266543835
168,0.461383194
169,0.224664003
170,0.60118258
171,0.525106072
172,0.763881624
173,0.124241225
174,0.520681083
175,0.305017561
176,0.965289831
177,0.421412945
178,0.863976777
179,0.478171229
180,0.881501019
181,0.738753915
182,0.14770171
183,0.242030576
184,0.345281929
185,0.724334478
186,0.753942966
187,0.52827394
188,0.422690421
189,0.318365693
190,0.505020142
191,0.625623405
192,0.896185577
193,0.298125416
194,0.260550916
195,0.338225484
196,0.253661126
197,0.488696098
198,0.584135592
199,0.200835675
200,0.536211789
201,0.380908996
202,0.4330827
203,0.541624248
204,0.70383209
205,0.992100298
206,0.178586304
207,0.54740721
208,0.162793219
209,0.302961648
210,0.171751931
211,0.626439452
212,0.273422569
213,0.107339919
214,0.465263635
215,0.396771163
216,0.709071875
217,0.227679878
218,0.784637928
219,0.997372985
220,0.501542032
221,0.710225463
222,0.615279973
223,0.478141487
224,0.97581929
225,0.587886989
226,0.962008774
227,0.225475356
228,0.684006274
229,0.119710483
230,0.627174973
231,0.656161308
232,0.68630141
233,0.675080776
234,0.456819624
235,0.063138455
236,0.918970108
237,0.453895271
238,0.639888883
239,0.248605087
240,0.874020994
241,0.387657285
242,0.448781371
243,0.160432279
244,0.500870883
245,0.83744967
246,0.590027928
247,0.169961825
248,0.888274789
249,0.462902904
250,0.591996133
251,0.572435796
252,0.36108464
253,0.3543441
254,0.355461836
255,0.639820755
256,0.324395895
257,0.573894083
258,0.149913177
259,0.403969586
260,0.072363295
261,0.486212999
262,0.182589322
263,0.237854257
264,0.575963974
265,0.446315408
266,0.365037739
267,0.618556559
268,0.666820049
269,0.399767309
270,0.98075074
271,0.233231485
272,0.687857032
273,0.463763475
274,0.674590349
275,0.549777746
276,0.572847068
277,0.383509696
278,0.487732261
279,0.560102105
280,0.472181767
281,0.534647942
282,0.584054708
283,0.343446165
284,0.436722159
285,0.587730467
286,0.275035173
287,0.379993558
288,0.754389882
289,0.069317341
290,0.183720544
291,0.503023565
292,0.80785358
293,0.288214505
294,0.546031237
295,0.914237201
296,0.52103579
297,0.58128649
298,0.232374549
299,0.108302042
300,0.961879611
301,0.691365898
302,0.560936749
303,0.517486811
304,0.771633208
305,0.35873431
306,0.967990994
307,0.374645621
308,0.733934045
309,0.284819186
310,0.760371745
311,0.668935835
312,0.271747738
313,0.464032948
314,0.360503316
315,0.99096024
316,0.246391222
317,0.348379254
318,0.459470451
319,0.527214229
320,0.616975248
321,0.628525019
322,0.492099017
323,0.52065295
324,0.666688383
325,0.128041983
326,0.428188264
327,0.351323694
328,0.425565481
329,0.796028018
330,0.880940795
331,0.343392491
332,0.419539243
333,0.517683327
334,0.47362265
335,0.622006714
336,0.76677227
337,0.220095992
338,0.934822559
339,0.697193921
340,0.393627018
341,0.402216643
342,0.258854687
343,0.3839719
344,0.448354214
345,0.294148982
346,0.400723696
347,0.562622726
348,0.308411568
349,0.284928352
350,0.70361805
351,0.297403485
352,0.638853014
353,0.60773772
354,0.54973954
355,0.299015343
356,0.915763199
357,0.024205672
358,0.465297788
359,0.835505426
360,0.477710932
361,0.439347625
362,0.956957042
363,0.883251905
364,0.221684977
365,0.609292984
366,0.474850386
367,0.319949538
368,0.120834917
369,0.89460057
370,0.204058975
371,0.34535718
372,0.533490539
373,0.339172333
374,0.435149789
375,0.733602881
376,0.765826046
377,0.280769557
378,0.732268631
379,0.337250173
380,0.238228813
381,0.602022886
382,0.098778449
383,0.637192965
384,0.105039224
385,0.192922562
386,0.597842216
387,0.406878442
388,0.991769552
389,0.534329891
390,0.633195937
391,0.192155495
392,0.802547932
393,0.591350555
394,0.663416386
395,0.707879484
396,0.345349967
397,0.4542512
398,0.607811809
399,0.894068241
400,0.905952156
401,0.64098835
402,0.328828275
403,0.497326195
404,0.848704576
405,0.338355184
406,0.534928739
407,0.443701208
408,0.187468112
409,0.537962258
410,0.623404801
411,0.390180558
412,0.761285365
413,0.372027874
414,0.551287651
415,0.605000675
416,0.758063376
417,0.372451603
418,0.632006586
419,0.394043148
420,0.735091388
421,0.449941427
422,0.642315447
423,0.502400577
424,0.233882234
425,0.655305266
426,0.264550716
427,0.704341948
428,0.645685732
429,0.320279568
430,0.04272953
431,0.638056755
432,0.720119774
433,0.172703817
434,0.267656475
435,0.565065503
436,0.241941452
437,0.769654334
438,0.533530116
439,0.718291879
440,0.192091286
441,0.677603483
442,0.851034701
443,0.022527654
444,0.5461151
445,0.512634635
446,0.773318768
447,0.865342736
448,0.265632331
449,0.08148884
450,0.666661382
451,0.563218474
452,0.534350216
453,0.890608609
454,0.364458233
455,0.281686515
456,0.552128732
457,0.621708214
458,0.579805076
459,0.379093289
460,0.451901257
461,0.349122465
462,0.22192511
463,0.382821918
464,0.816416502
465,0.278352559
466,0.809385478
467,0.997739792
468,0.294790715
469,0.386743784
470,0.430285782
471,0.770473838
472,0.468505502
473,0.721571386
474,0.947451293
475,0.59125483
476,0.821704328
477,0.748320878
478,0.51159519
479,0.425816715
480,0.506213486
